   Time             I(L0)             VC                V0                d               
 2.987100000E-002  5.159893964E+001  3.333333330E-001  7.600774554E+001  3.342193023E-001 
 2.987200000E-002  5.134278464E+001  3.333333330E-001  7.578678252E+001  3.342564214E-001 
 2.987300000E-002  5.108739712E+001  3.333333330E-001  7.555294089E+001  3.343002610E-001 
 2.987400000E-002  5.083281846E+001  3.333333330E-001  7.530746945E+001  3.343507071E-001 
 2.987500000E-002  5.057908597E+001  3.333333330E-001  7.505151068E+001  3.344076531E-001 
 2.987600000E-002  5.032623328E+001  3.333333330E-001  7.478610969E+001  3.344709991E-001 
 2.987700000E-002  5.007429065E+001  3.333333330E-001  7.451222246E+001  3.345406513E-001 
 2.987800000E-002  4.982328525E+001  3.333333330E-001  7.423072339E+001  3.346165215E-001 
 2.987900000E-002  4.957324140E+001  3.333333330E-001  7.394241218E+001  3.346985270E-001 
 2.988000000E-002  4.932418088E+001  3.333333330E-001  7.364802016E+001  3.347865894E-001 
 2.988100000E-002  4.983559164E+001  3.333333330E-001  7.341847664E+001  3.348806351E-001 
 2.988200000E-002  5.034756347E+001  3.333333330E-001  7.327269609E+001  3.349633162E-001 
 2.988300000E-002  5.085978915E+001  3.333333330E-001  7.318515330E+001  3.350289720E-001 
 2.988400000E-002  5.137218695E+001  3.333333330E-001  7.317067952E+001  3.350825757E-001 
 2.988500000E-002  5.188452127E+001  3.333333330E-001  7.322276595E+001  3.351195736E-001 
 2.988600000E-002  5.239657752E+001  3.333333330E-001  7.333545554E+001  3.351404287E-001 
 2.988700000E-002  5.290816034E+001  3.333333330E-001  7.350329632E+001  3.351455701E-001 
 2.988800000E-002  5.341909205E+001  3.333333330E-001  7.372129871E+001  3.351353949E-001 
 2.988900000E-002  5.392921103E+001  3.333333330E-001  7.398489648E+001  3.351102718E-001 
 2.989000000E-002  5.443837047E+001  3.333333330E-001  7.428991091E+001  3.350705429E-001 
 2.989100000E-002  5.494643702E+001  3.333333330E-001  7.463251807E+001  3.350165259E-001 
 2.989200000E-002  5.545328973E+001  3.333333330E-001  7.500921880E+001  3.349485165E-001 
 2.989300000E-002  5.595881892E+001  3.333333330E-001  7.541681131E+001  3.348667901E-001 
 2.989400000E-002  5.600174042E+001  3.333333330E-001  7.582541419E+001  3.347716033E-001 
 2.989500000E-002  5.574495350E+001  3.333333330E-001  7.616542748E+001  3.346698235E-001 
 2.989600000E-002  5.548739879E+001  3.333333330E-001  7.645846913E+001  3.345785504E-001 
 2.989700000E-002  5.522895464E+001  3.333333330E-001  7.669251351E+001  3.344935355E-001 
 2.989800000E-002  5.496981145E+001  3.333333330E-001  7.687272034E+001  3.344184673E-001 
 2.989900000E-002  5.471014295E+001  3.333333330E-001  7.700381244E+001  3.343529952E-001 
 2.990000000E-002  5.445010761E+001  3.333333330E-001  7.709011265E+001  3.342967960E-001 
 2.990100000E-002  5.418984992E+001  3.333333330E-001  7.713557761E+001  3.342495711E-001 
 2.990200000E-002  5.392950160E+001  3.333333330E-001  7.714382876E+001  3.342110447E-001 
 2.990300000E-002  5.366918264E+001  3.333333330E-001  7.711818061E+001  3.341809619E-001 
 2.990400000E-002  5.340900234E+001  3.333333330E-001  7.706166674E+001  3.341590869E-001 
 2.990500000E-002  5.314906019E+001  3.333333330E-001  7.697706351E+001  3.341452014E-001 
 2.990600000E-002  5.288944669E+001  3.333333330E-001  7.686691179E+001  3.341391032E-001 
 2.990700000E-002  5.263024415E+001  3.333333330E-001  7.673353691E+001  3.341406045E-001 
 2.990800000E-002  5.237152736E+001  3.333333330E-001  7.657906685E+001  3.341495314E-001 
 2.990900000E-002  5.211336423E+001  3.333333330E-001  7.640544889E+001  3.341657219E-001 
 2.991000000E-002  5.185581637E+001  3.333333330E-001  7.621446496E+001  3.341890256E-001 
 2.991100000E-002  5.159893964E+001  3.333333330E-001  7.600774554E+001  3.342193023E-001 
 2.991200000E-002  5.134278464E+001  3.333333330E-001  7.578678252E+001  3.342564214E-001 
 2.991300000E-002  5.108739712E+001  3.333333330E-001  7.555294089E+001  3.343002610E-001 
 2.991400000E-002  5.083281846E+001  3.333333330E-001  7.530746945E+001  3.343507071E-001 
 2.991500000E-002  5.057908597E+001  3.333333330E-001  7.505151068E+001  3.344076531E-001 
 2.991600000E-002  5.032623328E+001  3.333333330E-001  7.478610969E+001  3.344709991E-001 
 2.991700000E-002  5.007429065E+001  3.333333330E-001  7.451222246E+001  3.345406513E-001 
 2.991800000E-002  4.982328525E+001  3.333333330E-001  7.423072339E+001  3.346165215E-001 
 2.991900000E-002  4.957324140E+001  3.333333330E-001  7.394241218E+001  3.346985270E-001 
 2.992000000E-002  4.932418088E+001  3.333333330E-001  7.364802016E+001  3.347865894E-001 
 2.992100000E-002  4.983559164E+001  3.333333330E-001  7.341847664E+001  3.348806351E-001 
 2.992200000E-002  5.034756347E+001  3.333333330E-001  7.327269609E+001  3.349633162E-001 
 2.992300000E-002  5.085978915E+001  3.333333330E-001  7.318515330E+001  3.350289720E-001 
 2.992400000E-002  5.137218695E+001  3.333333330E-001  7.317067952E+001  3.350825757E-001 
 2.992500000E-002  5.188452127E+001  3.333333330E-001  7.322276595E+001  3.351195736E-001 
 2.992600000E-002  5.239657752E+001  3.333333330E-001  7.333545554E+001  3.351404287E-001 
 2.992700000E-002  5.290816034E+001  3.333333330E-001  7.350329632E+001  3.351455701E-001 
 2.992800000E-002  5.341909205E+001  3.333333330E-001  7.372129871E+001  3.351353949E-001 
 2.992900000E-002  5.392921103E+001  3.333333330E-001  7.398489648E+001  3.351102718E-001 
 2.993000000E-002  5.443837047E+001  3.333333330E-001  7.428991091E+001  3.350705429E-001 
 2.993100000E-002  5.494643702E+001  3.333333330E-001  7.463251807E+001  3.350165259E-001 
 2.993200000E-002  5.545328973E+001  3.333333330E-001  7.500921880E+001  3.349485165E-001 
 2.993300000E-002  5.595881892E+001  3.333333330E-001  7.541681131E+001  3.348667901E-001 
 2.993400000E-002  5.600174042E+001  3.333333330E-001  7.582541419E+001  3.347716033E-001 
 2.993500000E-002  5.574495350E+001  3.333333330E-001  7.616542748E+001  3.346698235E-001 
 2.993600000E-002  5.548739879E+001  3.333333330E-001  7.645846913E+001  3.345785504E-001 
 2.993700000E-002  5.522895464E+001  3.333333330E-001  7.669251351E+001  3.344935355E-001 
 2.993800000E-002  5.496981145E+001  3.333333330E-001  7.687272034E+001  3.344184673E-001 
 2.993900000E-002  5.471014295E+001  3.333333330E-001  7.700381244E+001  3.343529952E-001 
 2.994000000E-002  5.445010761E+001  3.333333330E-001  7.709011265E+001  3.342967960E-001 
 2.994100000E-002  5.418984992E+001  3.333333330E-001  7.713557761E+001  3.342495711E-001 
 2.994200000E-002  5.392950160E+001  3.333333330E-001  7.714382876E+001  3.342110447E-001 
 2.994300000E-002  5.366918264E+001  3.333333330E-001  7.711818061E+001  3.341809619E-001 
 2.994400000E-002  5.340900234E+001  3.333333330E-001  7.706166674E+001  3.341590869E-001 
 2.994500000E-002  5.314906019E+001  3.333333330E-001  7.697706351E+001  3.341452015E-001 
 2.994600000E-002  5.288944669E+001  3.333333330E-001  7.686691179E+001  3.341391032E-001 
 2.994700000E-002  5.263024415E+001  3.333333330E-001  7.673353691E+001  3.341406045E-001 
 2.994800000E-002  5.237152736E+001  3.333333330E-001  7.657906685E+001  3.341495314E-001 
 2.994900000E-002  5.211336423E+001  3.333333330E-001  7.640544889E+001  3.341657219E-001 
 2.995000000E-002  5.185581637E+001  3.333333330E-001  7.621446496E+001  3.341890256E-001 
 2.995100000E-002  5.159893964E+001  3.333333330E-001  7.600774554E+001  3.342193023E-001 
 2.995200000E-002  5.134278464E+001  3.333333330E-001  7.578678252E+001  3.342564214E-001 
 2.995300000E-002  5.108739712E+001  3.333333330E-001  7.555294089E+001  3.343002610E-001 
 2.995400000E-002  5.083281846E+001  3.333333330E-001  7.530746945E+001  3.343507071E-001 
 2.995500000E-002  5.057908597E+001  3.333333330E-001  7.505151068E+001  3.344076531E-001 
 2.995600000E-002  5.032623328E+001  3.333333330E-001  7.478610969E+001  3.344709991E-001 
 2.995700000E-002  5.007429065E+001  3.333333330E-001  7.451222246E+001  3.345406513E-001 
 2.995800000E-002  4.982328525E+001  3.333333330E-001  7.423072339E+001  3.346165215E-001 
 2.995900000E-002  4.957324140E+001  3.333333330E-001  7.394241218E+001  3.346985270E-001 
 2.996000000E-002  4.932418088E+001  3.333333330E-001  7.364802016E+001  3.347865894E-001 
 2.996100000E-002  4.983559164E+001  3.333333330E-001  7.341847664E+001  3.348806351E-001 
 2.996200000E-002  5.034756347E+001  3.333333330E-001  7.327269609E+001  3.349633162E-001 
 2.996300000E-002  5.085978915E+001  3.333333330E-001  7.318515330E+001  3.350289720E-001 
 2.996400000E-002  5.137218695E+001  3.333333330E-001  7.317067952E+001  3.350825757E-001 
 2.996500000E-002  5.188452127E+001  3.333333330E-001  7.322276595E+001  3.351195736E-001 
 2.996600000E-002  5.239657752E+001  3.333333330E-001  7.333545554E+001  3.351404287E-001 
 2.996700000E-002  5.290816034E+001  3.333333330E-001  7.350329632E+001  3.351455701E-001 
 2.996800000E-002  5.341909205E+001  3.333333330E-001  7.372129871E+001  3.351353949E-001 
 2.996900000E-002  5.392921103E+001  3.333333330E-001  7.398489648E+001  3.351102718E-001 
 2.997000000E-002  5.443837047E+001  3.333333330E-001  7.428991091E+001  3.350705429E-001 
 2.997100000E-002  5.494643702E+001  3.333333330E-001  7.463251807E+001  3.350165259E-001 
 2.997200000E-002  5.545328973E+001  3.333333330E-001  7.500921880E+001  3.349485165E-001 
 2.997300000E-002  5.595881892E+001  3.333333330E-001  7.541681131E+001  3.348667901E-001 
 2.997400000E-002  5.600174042E+001  3.333333330E-001  7.582541419E+001  3.347716033E-001 
 2.997500000E-002  5.574495350E+001  3.333333330E-001  7.616542748E+001  3.346698235E-001 
 2.997600000E-002  5.548739879E+001  3.333333330E-001  7.645846913E+001  3.345785504E-001 
 2.997700000E-002  5.522895464E+001  3.333333330E-001  7.669251351E+001  3.344935355E-001 
 2.997800000E-002  5.496981145E+001  3.333333330E-001  7.687272034E+001  3.344184673E-001 
 2.997900000E-002  5.471014295E+001  3.333333330E-001  7.700381244E+001  3.343529952E-001 
 2.998000000E-002  5.445010761E+001  3.333333330E-001  7.709011265E+001  3.342967960E-001 
 2.998100000E-002  5.418984992E+001  3.333333330E-001  7.713557761E+001  3.342495711E-001 
 2.998200000E-002  5.392950160E+001  3.333333330E-001  7.714382876E+001  3.342110447E-001 
 2.998300000E-002  5.366918264E+001  3.333333330E-001  7.711818061E+001  3.341809619E-001 
 2.998400000E-002  5.340900234E+001  3.333333330E-001  7.706166674E+001  3.341590869E-001 
 2.998500000E-002  5.314906019E+001  3.333333330E-001  7.697706351E+001  3.341452015E-001 
 2.998600000E-002  5.288944669E+001  3.333333330E-001  7.686691179E+001  3.341391032E-001 
 2.998700000E-002  5.263024415E+001  3.333333330E-001  7.673353691E+001  3.341406045E-001 
 2.998800000E-002  5.237152736E+001  3.333333330E-001  7.657906685E+001  3.341495314E-001 
 2.998900000E-002  5.211336423E+001  3.333333330E-001  7.640544889E+001  3.341657219E-001 
 2.999000000E-002  5.185581637E+001  3.333333330E-001  7.621446496E+001  3.341890256E-001 
 2.999100000E-002  5.159893964E+001  3.333333330E-001  7.600774554E+001  3.342193023E-001 
 2.999200000E-002  5.134278464E+001  3.333333330E-001  7.578678252E+001  3.342564214E-001 
 2.999300000E-002  5.108739712E+001  3.333333330E-001  7.555294089E+001  3.343002610E-001 
 2.999400000E-002  5.083281846E+001  3.333333330E-001  7.530746945E+001  3.343507071E-001 
 2.999500000E-002  5.057908597E+001  3.333333330E-001  7.505151068E+001  3.344076531E-001 
 2.999600000E-002  5.032623328E+001  3.333333330E-001  7.478610969E+001  3.344709991E-001 
 2.999700000E-002  5.007429065E+001  3.333333330E-001  7.451222246E+001  3.345406513E-001 
 2.999800000E-002  4.982328525E+001  3.333333330E-001  7.423072339E+001  3.346165215E-001 
 2.999900000E-002  4.957324140E+001  3.333333330E-001  7.394241218E+001  3.346985270E-001 
 3.000000000E-002  4.932418088E+001  3.333333330E-001  7.364802016E+001  3.347865894E-001 
 3.000100000E-002  4.983559164E+001  3.333333330E-001  7.341847664E+001  3.348806351E-001 
 3.000200000E-002  5.034756347E+001  3.333333330E-001  7.327269609E+001  3.349633162E-001 
 3.000300000E-002  5.085978915E+001  3.333333330E-001  7.318515330E+001  3.350289720E-001 
 3.000400000E-002  5.137218695E+001  3.333333330E-001  7.317067952E+001  3.350825757E-001 
 3.000500000E-002  5.188452127E+001  3.333333330E-001  7.322276595E+001  3.351195736E-001 
 3.000600000E-002  5.239657752E+001  3.333333330E-001  7.333545554E+001  3.351404287E-001 
 3.000700000E-002  5.290816034E+001  3.333333330E-001  7.350329632E+001  3.351455701E-001 
 3.000800000E-002  5.341909205E+001  3.333333330E-001  7.372129871E+001  3.351353949E-001 
 3.000900000E-002  5.392921103E+001  3.333333330E-001  7.398489648E+001  3.351102718E-001 
 3.001000000E-002  5.443837047E+001  3.333333330E-001  7.428991091E+001  3.350705429E-001 
 3.001100000E-002  5.494643702E+001  3.333333330E-001  7.463251807E+001  3.350165259E-001 
 3.001200000E-002  5.545328973E+001  3.333333330E-001  7.500921880E+001  3.349485165E-001 
 3.001300000E-002  5.595881892E+001  3.333333330E-001  7.541681131E+001  3.348667901E-001 
 3.001400000E-002  5.600174042E+001  3.333333330E-001  7.582541419E+001  3.347716033E-001 
 3.001500000E-002  5.574495350E+001  3.333333330E-001  7.616542748E+001  3.346698235E-001 
 3.001600000E-002  5.548739879E+001  3.333333330E-001  7.645846913E+001  3.345785504E-001 
 3.001700000E-002  5.522895464E+001  3.333333330E-001  7.669251351E+001  3.344935355E-001 
 3.001800000E-002  5.496981145E+001  3.333333330E-001  7.687272034E+001  3.344184673E-001 
 3.001900000E-002  5.471014295E+001  3.333333330E-001  7.700381244E+001  3.343529952E-001 
 3.002000000E-002  5.445010761E+001  3.333333330E-001  7.709011265E+001  3.342967960E-001 
 3.002100000E-002  5.418984992E+001  3.333333330E-001  7.713557761E+001  3.342495711E-001 
 3.002200000E-002  5.392950160E+001  3.333333330E-001  7.714382876E+001  3.342110447E-001 
 3.002300000E-002  5.366918264E+001  3.333333330E-001  7.711818061E+001  3.341809619E-001 
 3.002400000E-002  5.340900234E+001  3.333333330E-001  7.706166674E+001  3.341590869E-001 
 3.002500000E-002  5.314906019E+001  3.333333330E-001  7.697706351E+001  3.341452015E-001 
 3.002600000E-002  5.288944669E+001  3.333333330E-001  7.686691179E+001  3.341391032E-001 
 3.002700000E-002  5.263024415E+001  3.333333330E-001  7.673353691E+001  3.341406045E-001 
 3.002800000E-002  5.237152736E+001  3.333333330E-001  7.657906685E+001  3.341495314E-001 
 3.002900000E-002  5.211336423E+001  3.333333330E-001  7.640544889E+001  3.341657219E-001 
 3.003000000E-002  5.185581637E+001  3.333333330E-001  7.621446496E+001  3.341890256E-001 
 3.003100000E-002  5.159893964E+001  3.333333330E-001  7.600774554E+001  3.342193023E-001 
 3.003200000E-002  5.134278464E+001  3.333333330E-001  7.578678252E+001  3.342564214E-001 
 3.003300000E-002  5.108739712E+001  3.333333330E-001  7.555294089E+001  3.343002610E-001 
 3.003400000E-002  5.083281846E+001  3.333333330E-001  7.530746945E+001  3.343507071E-001 
 3.003500000E-002  5.057908597E+001  3.333333330E-001  7.505151068E+001  3.344076531E-001 
 3.003600000E-002  5.032623328E+001  3.333333330E-001  7.478610969E+001  3.344709991E-001 
 3.003700000E-002  5.007429065E+001  3.333333330E-001  7.451222246E+001  3.345406513E-001 
 3.003800000E-002  4.982328525E+001  3.333333330E-001  7.423072339E+001  3.346165215E-001 
 3.003900000E-002  4.957324140E+001  3.333333330E-001  7.394241218E+001  3.346985270E-001 
 3.004000000E-002  4.932418088E+001  3.333333330E-001  7.364802016E+001  3.347865894E-001 
 3.004100000E-002  4.983559164E+001  3.333333330E-001  7.341847664E+001  3.348806351E-001 
 3.004200000E-002  5.034756347E+001  3.333333330E-001  7.327269609E+001  3.349633162E-001 
 3.004300000E-002  5.085978915E+001  3.333333330E-001  7.318515330E+001  3.350289720E-001 
 3.004400000E-002  5.137218695E+001  3.333333330E-001  7.317067952E+001  3.350825757E-001 
 3.004500000E-002  5.188452127E+001  3.333333330E-001  7.322276595E+001  3.351195736E-001 
 3.004600000E-002  5.239657752E+001  3.333333330E-001  7.333545554E+001  3.351404287E-001 
 3.004700000E-002  5.290816034E+001  3.333333330E-001  7.350329632E+001  3.351455701E-001 
 3.004800000E-002  5.341909205E+001  3.333333330E-001  7.372129871E+001  3.351353949E-001 
 3.004900000E-002  5.392921103E+001  3.333333330E-001  7.398489648E+001  3.351102718E-001 
 3.005000000E-002  5.443837047E+001  3.333333330E-001  7.428991091E+001  3.350705429E-001 
 3.005100000E-002  5.494643702E+001  3.333333330E-001  7.463251807E+001  3.350165259E-001 
 3.005200000E-002  5.545328973E+001  3.333333330E-001  7.500921880E+001  3.349485165E-001 
 3.005300000E-002  5.595881892E+001  3.333333330E-001  7.541681131E+001  3.348667901E-001 
 3.005400000E-002  5.600174042E+001  3.333333330E-001  7.582541419E+001  3.347716033E-001 
 3.005500000E-002  5.574495350E+001  3.333333330E-001  7.616542748E+001  3.346698235E-001 
 3.005600000E-002  5.548739879E+001  3.333333330E-001  7.645846913E+001  3.345785504E-001 
 3.005700000E-002  5.522895464E+001  3.333333330E-001  7.669251351E+001  3.344935355E-001 
 3.005800000E-002  5.496981145E+001  3.333333330E-001  7.687272034E+001  3.344184673E-001 
 3.005900000E-002  5.471014295E+001  3.333333330E-001  7.700381244E+001  3.343529952E-001 
 3.006000000E-002  5.445010761E+001  3.333333330E-001  7.709011265E+001  3.342967960E-001 
 3.006100000E-002  5.418984992E+001  3.333333330E-001  7.713557761E+001  3.342495711E-001 
 3.006200000E-002  5.392950160E+001  3.333333330E-001  7.714382876E+001  3.342110447E-001 
 3.006300000E-002  5.366918264E+001  3.333333330E-001  7.711818061E+001  3.341809619E-001 
 3.006400000E-002  5.340900234E+001  3.333333330E-001  7.706166674E+001  3.341590869E-001 
 3.006500000E-002  5.314906019E+001  3.333333330E-001  7.697706351E+001  3.341452015E-001 
 3.006600000E-002  5.288944669E+001  3.333333330E-001  7.686691179E+001  3.341391032E-001 
 3.006700000E-002  5.263024415E+001  3.333333330E-001  7.673353691E+001  3.341406045E-001 
 3.006800000E-002  5.237152736E+001  3.333333330E-001  7.657906685E+001  3.341495314E-001 
 3.006900000E-002  5.211336423E+001  3.333333330E-001  7.640544889E+001  3.341657219E-001 
 3.007000000E-002  5.185581637E+001  3.333333330E-001  7.621446496E+001  3.341890256E-001 
 3.007100000E-002  5.159893964E+001  3.333333330E-001  7.600774554E+001  3.342193023E-001 
 3.007200000E-002  5.134278464E+001  3.333333330E-001  7.578678252E+001  3.342564214E-001 
 3.007300000E-002  5.108739712E+001  3.333333330E-001  7.555294089E+001  3.343002610E-001 
 3.007400000E-002  5.083281846E+001  3.333333330E-001  7.530746945E+001  3.343507071E-001 
 3.007500000E-002  5.057908597E+001  3.333333330E-001  7.505151068E+001  3.344076531E-001 
 3.007600000E-002  5.032623328E+001  3.333333330E-001  7.478610969E+001  3.344709991E-001 
 3.007700000E-002  5.007429065E+001  3.333333330E-001  7.451222246E+001  3.345406513E-001 
 3.007800000E-002  4.982328525E+001  3.333333330E-001  7.423072339E+001  3.346165215E-001 
 3.007900000E-002  4.957324140E+001  3.333333330E-001  7.394241218E+001  3.346985270E-001 
 3.008000000E-002  4.932418088E+001  3.333333330E-001  7.364802016E+001  3.347865894E-001 
 3.008100000E-002  4.983559164E+001  3.333333330E-001  7.341847664E+001  3.348806351E-001 
 3.008200000E-002  5.034756347E+001  3.333333330E-001  7.327269609E+001  3.349633162E-001 
 3.008300000E-002  5.085978915E+001  3.333333330E-001  7.318515330E+001  3.350289720E-001 
 3.008400000E-002  5.137218695E+001  3.333333330E-001  7.317067952E+001  3.350825757E-001 
 3.008500000E-002  5.188452127E+001  3.333333330E-001  7.322276595E+001  3.351195736E-001 
 3.008600000E-002  5.239657752E+001  3.333333330E-001  7.333545554E+001  3.351404287E-001 
 3.008700000E-002  5.290816034E+001  3.333333330E-001  7.350329632E+001  3.351455701E-001 
 3.008800000E-002  5.341909205E+001  3.333333330E-001  7.372129871E+001  3.351353949E-001 
 3.008900000E-002  5.392921103E+001  3.333333330E-001  7.398489648E+001  3.351102718E-001 
 3.009000000E-002  5.443837047E+001  3.333333330E-001  7.428991091E+001  3.350705429E-001 
 3.009100000E-002  5.494643702E+001  3.333333330E-001  7.463251807E+001  3.350165259E-001 
 3.009200000E-002  5.545328973E+001  3.333333330E-001  7.500921880E+001  3.349485165E-001 
 3.009300000E-002  5.595881892E+001  3.333333330E-001  7.541681131E+001  3.348667901E-001 
 3.009400000E-002  5.600174042E+001  3.333333330E-001  7.582541419E+001  3.347716033E-001 
 3.009500000E-002  5.574495350E+001  3.333333330E-001  7.616542748E+001  3.346698235E-001 
 3.009600000E-002  5.548739879E+001  3.333333330E-001  7.645846913E+001  3.345785504E-001 
 3.009700000E-002  5.522895464E+001  3.333333330E-001  7.669251351E+001  3.344935355E-001 
 3.009800000E-002  5.496981145E+001  3.333333330E-001  7.687272034E+001  3.344184673E-001 
 3.009900000E-002  5.471014295E+001  3.333333330E-001  7.700381244E+001  3.343529952E-001 
 3.010000000E-002  5.445010761E+001  3.333333330E-001  7.709011265E+001  3.342967960E-001 
 3.010100000E-002  5.418984992E+001  3.333333330E-001  7.713557761E+001  3.342495711E-001 
 3.010200000E-002  5.392950160E+001  3.333333330E-001  7.714382876E+001  3.342110447E-001 
 3.010300000E-002  5.366918264E+001  3.333333330E-001  7.711818061E+001  3.341809619E-001 
 3.010400000E-002  5.340900234E+001  3.333333330E-001  7.706166674E+001  3.341590869E-001 
 3.010500000E-002  5.314906019E+001  3.333333330E-001  7.697706351E+001  3.341452015E-001 
 3.010600000E-002  5.288944669E+001  3.333333330E-001  7.686691179E+001  3.341391032E-001 
 3.010700000E-002  5.263024415E+001  3.333333330E-001  7.673353691E+001  3.341406045E-001 
 3.010800000E-002  5.237152736E+001  3.333333330E-001  7.657906685E+001  3.341495314E-001 
 3.010900000E-002  5.211336423E+001  3.333333330E-001  7.640544889E+001  3.341657219E-001 
 3.011000000E-002  5.185581637E+001  3.333333330E-001  7.621446496E+001  3.341890256E-001 
 3.011100000E-002  5.159893964E+001  3.333333330E-001  7.600774554E+001  3.342193023E-001 
 3.011200000E-002  5.134278464E+001  3.333333330E-001  7.578678252E+001  3.342564214E-001 
 3.011300000E-002  5.108739712E+001  3.333333330E-001  7.555294089E+001  3.343002610E-001 
 3.011400000E-002  5.083281846E+001  3.333333330E-001  7.530746945E+001  3.343507071E-001 
 3.011500000E-002  5.057908597E+001  3.333333330E-001  7.505151068E+001  3.344076531E-001 
 3.011600000E-002  5.032623328E+001  3.333333330E-001  7.478610969E+001  3.344709991E-001 
 3.011700000E-002  5.007429065E+001  3.333333330E-001  7.451222246E+001  3.345406513E-001 
 3.011800000E-002  4.982328525E+001  3.333333330E-001  7.423072339E+001  3.346165215E-001 
 3.011900000E-002  4.957324140E+001  3.333333330E-001  7.394241218E+001  3.346985270E-001 
 3.012000000E-002  4.932418088E+001  3.333333330E-001  7.364802016E+001  3.347865894E-001 
 3.012100000E-002  4.983559164E+001  3.333333330E-001  7.341847664E+001  3.348806351E-001 
 3.012200000E-002  5.034756347E+001  3.333333330E-001  7.327269609E+001  3.349633162E-001 
 3.012300000E-002  5.085978915E+001  3.333333330E-001  7.318515330E+001  3.350289720E-001 
 3.012400000E-002  5.137218695E+001  3.333333330E-001  7.317067952E+001  3.350825757E-001 
 3.012500000E-002  5.188452127E+001  3.333333330E-001  7.322276595E+001  3.351195736E-001 
 3.012600000E-002  5.239657752E+001  3.333333330E-001  7.333545554E+001  3.351404287E-001 
 3.012700000E-002  5.290816034E+001  3.333333330E-001  7.350329632E+001  3.351455701E-001 
 3.012800000E-002  5.341909205E+001  3.333333330E-001  7.372129871E+001  3.351353949E-001 
 3.012900000E-002  5.392921103E+001  3.333333330E-001  7.398489648E+001  3.351102718E-001 
 3.013000000E-002  5.443837047E+001  3.333333330E-001  7.428991091E+001  3.350705429E-001 
 3.013100000E-002  5.494643702E+001  3.333333330E-001  7.463251807E+001  3.350165259E-001 
 3.013200000E-002  5.545328973E+001  3.333333330E-001  7.500921880E+001  3.349485165E-001 
 3.013300000E-002  5.595881892E+001  3.333333330E-001  7.541681131E+001  3.348667901E-001 
 3.013400000E-002  5.600174042E+001  3.333333330E-001  7.582541419E+001  3.347716033E-001 
 3.013500000E-002  5.574495350E+001  3.333333330E-001  7.616542748E+001  3.346698235E-001 
 3.013600000E-002  5.548739879E+001  3.333333330E-001  7.645846913E+001  3.345785504E-001 
 3.013700000E-002  5.522895464E+001  3.333333330E-001  7.669251351E+001  3.344935355E-001 
 3.013800000E-002  5.496981145E+001  3.333333330E-001  7.687272034E+001  3.344184673E-001 
 3.013900000E-002  5.471014295E+001  3.333333330E-001  7.700381244E+001  3.343529952E-001 
 3.014000000E-002  5.445010761E+001  3.333333330E-001  7.709011265E+001  3.342967960E-001 
 3.014100000E-002  5.418984992E+001  3.333333330E-001  7.713557761E+001  3.342495711E-001 
 3.014200000E-002  5.392950160E+001  3.333333330E-001  7.714382876E+001  3.342110447E-001 
 3.014300000E-002  5.366918264E+001  3.333333330E-001  7.711818061E+001  3.341809619E-001 
 3.014400000E-002  5.340900234E+001  3.333333330E-001  7.706166674E+001  3.341590869E-001 
 3.014500000E-002  5.314906019E+001  3.333333330E-001  7.697706351E+001  3.341452015E-001 
 3.014600000E-002  5.288944669E+001  3.333333330E-001  7.686691179E+001  3.341391032E-001 
 3.014700000E-002  5.263024415E+001  3.333333330E-001  7.673353691E+001  3.341406045E-001 
 3.014800000E-002  5.237152736E+001  3.333333330E-001  7.657906685E+001  3.341495314E-001 
 3.014900000E-002  5.211336423E+001  3.333333330E-001  7.640544889E+001  3.341657219E-001 
 3.015000000E-002  5.185581637E+001  3.333333330E-001  7.621446496E+001  3.341890256E-001 
 3.015100000E-002  5.159893964E+001  3.333333330E-001  7.600774554E+001  3.342193023E-001 
 3.015200000E-002  5.134278464E+001  3.333333330E-001  7.578678252E+001  3.342564214E-001 
 3.015300000E-002  5.108739712E+001  3.333333330E-001  7.555294089E+001  3.343002610E-001 
 3.015400000E-002  5.083281846E+001  3.333333330E-001  7.530746945E+001  3.343507071E-001 
 3.015500000E-002  5.057908597E+001  3.333333330E-001  7.505151068E+001  3.344076531E-001 
 3.015600000E-002  5.032623328E+001  3.333333330E-001  7.478610969E+001  3.344709991E-001 
 3.015700000E-002  5.007429065E+001  3.333333330E-001  7.451222246E+001  3.345406513E-001 
 3.015800000E-002  4.982328525E+001  3.333333330E-001  7.423072339E+001  3.346165215E-001 
 3.015900000E-002  4.957324140E+001  3.333333330E-001  7.394241218E+001  3.346985270E-001 
 3.016000000E-002  4.932418088E+001  3.333333330E-001  7.364802016E+001  3.347865894E-001 
 3.016100000E-002  4.983559164E+001  3.333333330E-001  7.341847664E+001  3.348806351E-001 
 3.016200000E-002  5.034756347E+001  3.333333330E-001  7.327269609E+001  3.349633162E-001 
 3.016300000E-002  5.085978915E+001  3.333333330E-001  7.318515330E+001  3.350289720E-001 
 3.016400000E-002  5.137218695E+001  3.333333330E-001  7.317067952E+001  3.350825757E-001 
 3.016500000E-002  5.188452127E+001  3.333333330E-001  7.322276595E+001  3.351195736E-001 
 3.016600000E-002  5.239657752E+001  3.333333330E-001  7.333545554E+001  3.351404287E-001 
 3.016700000E-002  5.290816034E+001  3.333333330E-001  7.350329632E+001  3.351455701E-001 
